Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,P,F,M,P_score,F_score,M_score,PFM_score,Segment (EN),Segment_Group
810,48,Male,Boots,Footwear,81,South Carolina,M,Violet,Fall,4.9,Yes,Next Day Air,Yes,Yes,30,PayPal,bi-weekly,30,1,81,3,3,4,334,Needs Engagement,High Risk & Need Attention
811,52,Male,Scarf,Accessories,83,South Dakota,S,Lavender,Fall,4.9,Yes,Store Pickup,Yes,Yes,32,Debit Card,bi-weekly,32,1,83,2,3,4,234,At Risk (Strong),Hibernating & Lost
812,18,Male,Sneakers,Footwear,35,Illinois,M,Green,Winter,2.7,Yes,Free Shipping,Yes,Yes,36,Venmo,quarterly,36,2,35,2,2,1,221,At Risk,Hibernating & Lost
813,64,Male,Boots,Footwear,56,Alaska,M,Olive,Summer,3.2,Yes,Standard,Yes,Yes,32,Credit Card,weekly,32,1,56,2,3,3,233,Dormant Shoppers,Hibernating & Lost
814,54,Male,Handbag,Accessories,45,Montana,S,Olive,Summer,2.9,Yes,Store Pickup,Yes,Yes,14,Debit Card,annually,14,3,45,4,1,2,412,New Shoppers,Potential & Promising
815,31,Male,Shirt,Clothing,62,Minnesota,M,Pink,Winter,3.8,Yes,Express,Yes,Yes,8,PayPal,monthly,8,2,62,5,2,3,523,Active Regulars,Potential & Promising
816,30,Male,Hat,Accessories,84,West Virginia,L,Teal,Spring,3,Yes,Next Day Air,Yes,Yes,27,Venmo,bi-weekly,27,1,84,3,3,4,334,Needs Engagement,High Risk & Need Attention
817,26,Male,Sweater,Clothing,24,Illinois,L,Cyan,Summer,3.9,Yes,Store Pickup,Yes,Yes,24,Debit Card,monthly,24,2,24,3,2,1,321,At Risk,Hibernating & Lost
818,25,Male,Handbag,Accessories,21,Nevada,S,Gray,Spring,4.7,Yes,Store Pickup,Yes,Yes,30,PayPal,fortnightly,30,1,21,3,3,1,331,At Risk,Hibernating & Lost
819,59,Male,Shirt,Clothing,91,Idaho,M,Peach,Winter,4.9,Yes,Store Pickup,Yes,Yes,34,Debit Card,monthly,34,2,91,2,2,5,225,At Risk (Strong),Hibernating & Lost
820,55,Male,Sunglasses,Accessories,36,Colorado,S,Teal,Winter,4.8,Yes,Next Day Air,Yes,Yes,28,Debit Card,quarterly,28,2,36,3,2,2,322,Dormant Shoppers,Hibernating & Lost
821,56,Male,Sneakers,Footwear,39,Louisiana,M,Turquoise,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,27,Debit Card,monthly,27,2,39,3,2,2,322,Dormant Shoppers,Hibernating & Lost
822,62,Male,Hoodie,Clothing,39,Vermont,M,Green,Spring,3.9,Yes,Standard,Yes,Yes,31,Credit Card,bi-weekly,31,1,39,2,3,2,232,Dormant Shoppers,Hibernating & Lost
823,35,Male,Shirt,Clothing,59,Mississippi,L,Magenta,Winter,3.4,Yes,Standard,Yes,Yes,23,Bank Transfer,annually,23,3,59,3,1,3,313,Active Regulars,Potential & Promising
824,51,Male,Sunglasses,Accessories,27,Georgia,M,Green,Winter,2.5,Yes,Free Shipping,Yes,Yes,11,Credit Card,quarterly,11,2,27,4,2,1,421,New Shoppers,Potential & Promising
825,61,Male,Blouse,Clothing,94,Georgia,M,White,Spring,3,Yes,Store Pickup,Yes,Yes,48,Cash,quarterly,48,2,94,1,2,5,125,At Risk (Strong),Hibernating & Lost
826,27,Male,Belt,Accessories,94,Nebraska,XL,Brown,Fall,3.6,Yes,Next Day Air,Yes,Yes,17,Cash,monthly,17,2,94,4,2,5,425,Active Regulars,Potential & Promising
827,54,Male,Dress,Clothing,94,Massachusetts,M,Purple,Winter,3.6,Yes,Standard,Yes,Yes,36,PayPal,weekly,36,1,94,2,3,5,235,At Risk (Strong),Hibernating & Lost
828,31,Male,Shoes,Footwear,51,Colorado,S,Green,Fall,4.1,Yes,Free Shipping,Yes,Yes,33,Bank Transfer,fortnightly,33,1,51,2,3,2,232,Dormant Shoppers,Hibernating & Lost
829,24,Male,Socks,Clothing,62,Nevada,M,Peach,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,27,PayPal,bi-weekly,27,1,62,3,3,3,333,Potential Loyal,Potential & Promising
830,42,Male,Socks,Clothing,57,Idaho,S,Silver,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,fortnightly,14,1,57,4,3,3,433,Potential Loyal,Potential & Promising
831,41,Male,Shorts,Clothing,76,Wyoming,M,Maroon,Fall,4.2,Yes,Express,Yes,Yes,5,Credit Card,annually,5,3,76,5,1,4,514,Active Regulars,Potential & Promising
832,66,Male,Gloves,Accessories,63,Washington,M,Red,Summer,4.3,Yes,Express,Yes,Yes,47,Cash,every 3 months,47,2,63,1,2,3,123,Dormant Shoppers,Hibernating & Lost
833,58,Male,Jacket,Outerwear,80,California,L,Blue,Fall,2.5,Yes,Express,Yes,Yes,28,Cash,bi-weekly,28,1,80,3,3,4,334,Needs Engagement,High Risk & Need Attention
834,43,Male,Handbag,Accessories,68,Oklahoma,M,Purple,Fall,3.5,Yes,Standard,Yes,Yes,11,Credit Card,annually,11,3,68,4,1,3,413,Active Regulars,Potential & Promising
835,52,Male,Backpack,Accessories,89,Nevada,M,Indigo,Summer,3.1,Yes,Free Shipping,Yes,Yes,18,Credit Card,weekly,18,1,89,4,3,5,435,Loyal Buyers,Champions & Loyal
836,35,Male,Boots,Footwear,26,Maryland,L,Indigo,Summer,2.5,Yes,Next Day Air,Yes,Yes,21,Debit Card,weekly,21,1,26,3,3,1,331,At Risk,Hibernating & Lost
837,23,Male,Gloves,Accessories,90,West Virginia,L,Violet,Winter,3.9,Yes,Store Pickup,Yes,Yes,22,Cash,bi-weekly,22,1,90,3,3,5,335,Loyal Buyers,Champions & Loyal
838,25,Male,Hoodie,Clothing,28,Illinois,L,Brown,Spring,4.9,Yes,Express,Yes,Yes,33,Cash,every 3 months,33,2,28,2,2,1,221,At Risk,Hibernating & Lost
839,33,Male,Coat,Outerwear,29,Kentucky,M,Gray,Spring,4.3,Yes,Express,Yes,Yes,49,Credit Card,annually,49,3,29,1,1,1,111,Lost Shoppers,Hibernating & Lost
840,48,Male,Shirt,Clothing,31,Illinois,L,Teal,Spring,2.6,Yes,Free Shipping,Yes,Yes,10,Debit Card,every 3 months,10,2,31,5,2,1,521,Active Regulars,Potential & Promising
841,42,Male,Shirt,Clothing,24,Alabama,L,Teal,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,18,PayPal,weekly,18,1,24,4,3,1,431,Potential Loyal,Potential & Promising
842,55,Male,Sweater,Clothing,88,Texas,M,Beige,Summer,2.6,Yes,Store Pickup,Yes,Yes,28,PayPal,fortnightly,28,1,88,3,3,5,335,Loyal Buyers,Champions & Loyal
843,59,Male,Shirt,Clothing,87,Missouri,M,Violet,Spring,3.6,Yes,Express,Yes,Yes,25,PayPal,weekly,25,1,87,3,3,5,335,Loyal Buyers,Champions & Loyal
844,65,Male,Hoodie,Clothing,80,Pennsylvania,S,Beige,Summer,3.2,Yes,Express,Yes,Yes,6,PayPal,weekly,6,1,80,5,3,4,534,Needs Engagement,High Risk & Need Attention
845,59,Male,Sandals,Footwear,48,Missouri,L,Purple,Winter,4.4,Yes,Express,Yes,Yes,44,Venmo,bi-weekly,44,1,48,1,3,2,132,Dormant Shoppers,Hibernating & Lost
846,31,Male,Belt,Accessories,21,Michigan,XL,Charcoal,Winter,3.7,Yes,Standard,Yes,Yes,30,Venmo,monthly,30,2,21,3,2,1,321,At Risk,Hibernating & Lost
847,49,Male,Boots,Footwear,72,Kentucky,M,Pink,Spring,3.7,Yes,Express,Yes,Yes,42,Debit Card,quarterly,42,2,72,1,2,4,124,At Risk (Strong),Hibernating & Lost
848,53,Male,Hoodie,Clothing,44,New Jersey,L,Blue,Fall,4.1,Yes,Standard,Yes,Yes,30,PayPal,monthly,30,2,44,3,2,2,322,Dormant Shoppers,Hibernating & Lost
849,48,Male,Sandals,Footwear,73,Delaware,M,Lavender,Fall,3.6,Yes,Store Pickup,Yes,Yes,33,Credit Card,bi-weekly,33,1,73,2,3,4,234,At Risk (Strong),Hibernating & Lost
850,23,Male,Jeans,Clothing,61,Missouri,S,Charcoal,Spring,4.3,Yes,Express,Yes,Yes,24,PayPal,quarterly,24,2,61,3,2,3,323,Potential Loyal,Potential & Promising
851,68,Male,Shoes,Footwear,20,Connecticut,L,Turquoise,Winter,2.6,Yes,Store Pickup,Yes,Yes,13,Venmo,monthly,13,2,20,4,2,1,421,New Shoppers,Potential & Promising
852,35,Male,Sandals,Footwear,86,Massachusetts,M,Red,Summer,2.9,Yes,Express,Yes,Yes,19,Debit Card,monthly,19,2,86,4,2,5,425,Active Regulars,Potential & Promising
853,34,Male,Dress,Clothing,60,Florida,L,Yellow,Spring,4.2,Yes,Next Day Air,Yes,Yes,23,Debit Card,every 3 months,23,2,60,3,2,3,323,Potential Loyal,Potential & Promising
854,62,Male,Hat,Accessories,43,Delaware,L,Orange,Winter,4,Yes,Free Shipping,Yes,Yes,35,Cash,monthly,35,2,43,2,2,2,222,Dormant Shoppers,Hibernating & Lost
855,21,Male,Pants,Clothing,44,California,L,Blue,Spring,4.3,Yes,Free Shipping,Yes,Yes,22,Venmo,monthly,22,2,44,3,2,2,322,Dormant Shoppers,Hibernating & Lost
856,70,Male,Socks,Clothing,76,Oregon,L,Gold,Spring,3,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,quarterly,14,2,76,4,2,4,424,Active Regulars,Potential & Promising
857,55,Male,Shirt,Clothing,33,Alaska,M,Gold,Summer,3.5,Yes,Express,Yes,Yes,47,Debit Card,fortnightly,47,1,33,1,3,1,131,Lost Shoppers,Hibernating & Lost
858,43,Male,Shorts,Clothing,60,Missouri,L,Cyan,Fall,3,Yes,Standard,Yes,Yes,50,Debit Card,every 3 months,50,2,60,1,2,3,123,Dormant Shoppers,Hibernating & Lost
859,19,Male,Jacket,Outerwear,26,Oklahoma,L,Olive,Fall,3.1,Yes,Free Shipping,Yes,Yes,33,PayPal,weekly,33,1,26,2,3,1,231,At Risk,Hibernating & Lost
860,47,Male,Hoodie,Clothing,73,Wisconsin,M,Teal,Winter,4,Yes,Next Day Air,Yes,Yes,7,Debit Card,monthly,7,2,73,5,2,4,524,Active Regulars,Potential & Promising
861,26,Male,Shoes,Footwear,87,South Carolina,M,Maroon,Spring,4.1,Yes,Standard,Yes,Yes,3,Cash,monthly,3,2,87,5,2,5,525,Active Regulars,Potential & Promising
862,46,Male,Skirt,Clothing,100,Virginia,XL,Green,Spring,3.3,Yes,2-Day Shipping,Yes,Yes,35,Credit Card,every 3 months,35,2,100,2,2,5,225,At Risk (Strong),Hibernating & Lost
863,19,Male,Coat,Outerwear,84,Arkansas,M,Charcoal,Winter,4.9,Yes,Standard,Yes,Yes,13,PayPal,fortnightly,13,1,84,4,3,4,434,Needs Engagement,High Risk & Need Attention
864,49,Male,Sneakers,Footwear,41,Vermont,M,Cyan,Summer,3.9,Yes,Standard,Yes,Yes,42,PayPal,fortnightly,42,1,41,1,3,2,132,Dormant Shoppers,Hibernating & Lost
865,51,Male,Jeans,Clothing,59,Kentucky,S,Charcoal,Winter,3.9,Yes,Next Day Air,Yes,Yes,5,PayPal,annually,5,3,59,5,1,3,513,Active Regulars,Potential & Promising
866,64,Male,Blouse,Clothing,26,Colorado,L,Charcoal,Winter,4.8,Yes,Store Pickup,Yes,Yes,23,Venmo,annually,23,3,26,3,1,1,311,New Shoppers,Potential & Promising
867,67,Male,Sunglasses,Accessories,69,New Mexico,M,Lavender,Summer,2.7,Yes,Free Shipping,Yes,Yes,11,PayPal,bi-weekly,11,1,69,4,3,4,434,Needs Engagement,High Risk & Need Attention
868,37,Male,Jacket,Outerwear,20,Colorado,M,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,fortnightly,23,1,20,3,3,1,331,At Risk,Hibernating & Lost
869,40,Male,Dress,Clothing,83,North Carolina,M,Green,Summer,3.2,Yes,Next Day Air,Yes,Yes,2,Credit Card,every 3 months,2,2,83,5,2,4,524,Active Regulars,Potential & Promising
870,38,Male,Hat,Accessories,54,New Hampshire,M,Silver,Spring,2.7,Yes,2-Day Shipping,Yes,Yes,33,PayPal,weekly,33,1,54,2,3,3,233,Dormant Shoppers,Hibernating & Lost
871,66,Male,Hoodie,Clothing,66,West Virginia,M,Blue,Fall,2.5,Yes,Standard,Yes,Yes,6,Bank Transfer,bi-weekly,6,1,66,5,3,3,533,Potential Loyal,Potential & Promising
872,47,Male,Handbag,Accessories,42,Hawaii,M,Charcoal,Spring,2.6,Yes,Next Day Air,Yes,Yes,45,Debit Card,quarterly,45,2,42,1,2,2,122,Dormant Shoppers,Hibernating & Lost
873,56,Male,Jeans,Clothing,33,North Dakota,M,Pink,Spring,2.9,Yes,Standard,Yes,Yes,25,Cash,quarterly,25,2,33,3,2,1,321,At Risk,Hibernating & Lost
874,51,Male,Boots,Footwear,77,Mississippi,M,Pink,Summer,4.2,Yes,Free Shipping,Yes,Yes,24,Venmo,quarterly,24,2,77,3,2,4,324,Needs Engagement,High Risk & Need Attention
875,25,Male,Jacket,Outerwear,65,Maine,M,Magenta,Fall,4.4,Yes,Free Shipping,Yes,Yes,10,Venmo,every 3 months,10,2,65,5,2,3,523,Active Regulars,Potential & Promising
876,37,Male,Sandals,Footwear,39,North Dakota,L,Gray,Summer,4.1,Yes,Free Shipping,Yes,Yes,7,Bank Transfer,every 3 months,7,2,39,5,2,2,522,Active Regulars,Potential & Promising
877,41,Male,Belt,Accessories,51,Nebraska,L,Gray,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,1,Debit Card,weekly,1,1,51,5,3,2,532,Potential Loyal,Potential & Promising
878,64,Male,Handbag,Accessories,65,Nebraska,M,Orange,Winter,4.9,Yes,Next Day Air,Yes,Yes,45,Venmo,every 3 months,45,2,65,1,2,3,123,Dormant Shoppers,Hibernating & Lost
879,23,Male,Sunglasses,Accessories,89,Tennessee,S,Black,Summer,4.9,Yes,Express,Yes,Yes,37,Debit Card,weekly,37,1,89,2,3,5,235,At Risk (Strong),Hibernating & Lost
880,62,Male,Skirt,Clothing,76,Wyoming,S,Lavender,Spring,4.1,Yes,Free Shipping,Yes,Yes,14,PayPal,quarterly,14,2,76,4,2,4,424,Active Regulars,Potential & Promising
881,39,Male,Backpack,Accessories,75,Nevada,L,Red,Spring,3.1,Yes,Express,Yes,Yes,25,Debit Card,monthly,25,2,75,3,2,4,324,Needs Engagement,High Risk & Need Attention
882,52,Male,Sandals,Footwear,61,South Carolina,M,Silver,Summer,2.7,Yes,Next Day Air,Yes,Yes,18,Venmo,annually,18,3,61,4,1,3,413,Active Regulars,Potential & Promising
883,50,Male,Boots,Footwear,35,Virginia,M,Cyan,Fall,3.8,Yes,Next Day Air,Yes,Yes,37,Cash,every 3 months,37,2,35,2,2,1,221,At Risk,Hibernating & Lost
884,28,Male,Sneakers,Footwear,37,Pennsylvania,S,Gold,Fall,4.3,Yes,Free Shipping,Yes,Yes,30,Bank Transfer,monthly,30,2,37,3,2,2,322,Dormant Shoppers,Hibernating & Lost
885,67,Male,Skirt,Clothing,91,Hawaii,L,Yellow,Winter,4.1,Yes,Express,Yes,Yes,34,Bank Transfer,weekly,34,1,91,2,3,5,235,At Risk (Strong),Hibernating & Lost
886,41,Male,Dress,Clothing,99,Ohio,L,Purple,Fall,4.4,Yes,Free Shipping,Yes,Yes,49,Debit Card,every 3 months,49,2,99,1,2,5,125,At Risk (Strong),Hibernating & Lost
887,19,Male,Shorts,Clothing,54,Utah,S,Brown,Summer,3.6,Yes,Express,Yes,Yes,48,Bank Transfer,monthly,48,2,54,1,2,3,123,Dormant Shoppers,Hibernating & Lost
888,70,Male,Handbag,Accessories,47,Minnesota,L,Turquoise,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,33,PayPal,fortnightly,33,1,47,2,3,2,232,Dormant Shoppers,Hibernating & Lost
889,49,Male,Scarf,Accessories,77,New Hampshire,S,Gold,Spring,3.6,Yes,Express,Yes,Yes,44,Cash,annually,44,3,77,1,1,4,114,High-Value At Risk,High Risk & Need Attention
890,59,Male,Belt,Accessories,84,Arizona,S,Olive,Fall,2.8,Yes,Free Shipping,Yes,Yes,50,Venmo,weekly,50,1,84,1,3,4,134,At Risk (Strong),Hibernating & Lost
891,52,Male,Gloves,Accessories,51,New York,S,Purple,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,47,Credit Card,monthly,47,2,51,1,2,2,122,Dormant Shoppers,Hibernating & Lost
892,20,Male,Skirt,Clothing,26,Pennsylvania,S,Lavender,Summer,3.9,Yes,Store Pickup,Yes,Yes,24,PayPal,every 3 months,24,2,26,3,2,1,321,At Risk,Hibernating & Lost
893,31,Male,Shorts,Clothing,64,New Mexico,L,Gray,Summer,2.7,Yes,Free Shipping,Yes,Yes,43,Debit Card,monthly,43,2,64,1,2,3,123,Dormant Shoppers,Hibernating & Lost
894,33,Male,Backpack,Accessories,51,Nebraska,M,Red,Spring,4.7,Yes,Express,Yes,Yes,14,Venmo,monthly,14,2,51,4,2,2,422,New Shoppers,Potential & Promising
895,44,Male,Hoodie,Clothing,60,Wyoming,L,Purple,Spring,3.8,Yes,Free Shipping,Yes,Yes,3,Debit Card,quarterly,3,2,60,5,2,3,523,Active Regulars,Potential & Promising
896,40,Male,Hat,Accessories,69,Mississippi,XL,Olive,Spring,4.7,Yes,Next Day Air,Yes,Yes,33,Debit Card,quarterly,33,2,69,2,2,4,224,At Risk (Strong),Hibernating & Lost
897,69,Male,Jewelry,Accessories,29,Arkansas,M,Lavender,Spring,4.7,Yes,Express,Yes,Yes,38,Cash,fortnightly,38,1,29,2,3,1,231,At Risk,Hibernating & Lost
898,29,Male,Shirt,Clothing,91,Illinois,M,Gray,Spring,3.4,Yes,Express,Yes,Yes,46,Venmo,weekly,46,1,91,1,3,5,135,At Risk (Strong),Hibernating & Lost
899,54,Male,Belt,Accessories,70,Nevada,L,Red,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,19,Bank Transfer,every 3 months,19,2,70,4,2,4,424,Active Regulars,Potential & Promising
900,65,Male,Sweater,Clothing,58,Rhode Island,M,Peach,Summer,4,Yes,Standard,Yes,Yes,20,PayPal,annually,20,3,58,4,1,3,413,Active Regulars,Potential & Promising
901,54,Male,Hat,Accessories,98,West Virginia,L,Gray,Fall,3.3,Yes,Free Shipping,Yes,Yes,42,Bank Transfer,quarterly,42,2,98,1,2,5,125,At Risk (Strong),Hibernating & Lost
902,60,Male,Scarf,Accessories,68,Missouri,L,Violet,Summer,4.7,Yes,2-Day Shipping,Yes,Yes,34,Cash,monthly,34,2,68,2,2,3,223,Dormant Shoppers,Hibernating & Lost
903,43,Male,Hat,Accessories,44,Kentucky,M,Beige,Summer,2.8,Yes,Next Day Air,Yes,Yes,5,Cash,monthly,5,2,44,5,2,2,522,Active Regulars,Potential & Promising
904,44,Male,Jacket,Outerwear,45,Washington,M,Blue,Winter,3.3,Yes,Express,Yes,Yes,3,PayPal,quarterly,3,2,45,5,2,2,522,Active Regulars,Potential & Promising
905,69,Male,T-shirt,Clothing,99,Alaska,L,Magenta,Spring,2.9,Yes,Free Shipping,Yes,Yes,46,PayPal,every 3 months,46,2,99,1,2,5,125,At Risk (Strong),Hibernating & Lost
906,46,Male,Dress,Clothing,68,Mississippi,S,Cyan,Spring,2.8,Yes,Standard,Yes,Yes,16,Venmo,annually,16,3,68,4,1,3,413,Active Regulars,Potential & Promising
907,41,Male,Pants,Clothing,56,South Carolina,M,Red,Spring,4.2,Yes,Standard,Yes,Yes,21,Debit Card,bi-weekly,21,1,56,3,3,3,333,Potential Loyal,Potential & Promising
908,32,Male,Sweater,Clothing,43,Missouri,L,Cyan,Winter,4.4,Yes,Express,Yes,Yes,34,Credit Card,bi-weekly,34,1,43,2,3,2,232,Dormant Shoppers,Hibernating & Lost
909,26,Male,Sunglasses,Accessories,99,New Jersey,M,Turquoise,Winter,3.6,Yes,Free Shipping,Yes,Yes,9,PayPal,every 3 months,9,2,99,5,2,5,525,Active Regulars,Potential & Promising
910,61,Male,Belt,Accessories,56,Louisiana,L,Silver,Fall,2.7,Yes,Express,Yes,Yes,36,PayPal,weekly,36,1,56,2,3,3,233,Dormant Shoppers,Hibernating & Lost
911,49,Male,Hoodie,Clothing,25,South Carolina,S,Pink,Spring,3.4,Yes,Express,Yes,Yes,22,Credit Card,monthly,22,2,25,3,2,1,321,At Risk,Hibernating & Lost
912,53,Male,Pants,Clothing,74,Vermont,M,Black,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,2,Bank Transfer,quarterly,2,2,74,5,2,4,524,Active Regulars,Potential & Promising
913,24,Male,Hoodie,Clothing,56,Arkansas,M,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,32,Bank Transfer,monthly,32,2,56,2,2,3,223,Dormant Shoppers,Hibernating & Lost
914,37,Male,Sneakers,Footwear,47,Utah,M,Yellow,Fall,2.6,Yes,Next Day Air,Yes,Yes,29,Cash,every 3 months,29,2,47,3,2,2,322,Dormant Shoppers,Hibernating & Lost
915,43,Male,Dress,Clothing,67,Washington,L,Purple,Summer,4.1,Yes,Standard,Yes,Yes,27,Venmo,every 3 months,27,2,67,3,2,3,323,Potential Loyal,Potential & Promising
916,31,Male,Dress,Clothing,22,Rhode Island,L,Purple,Winter,2.9,Yes,Store Pickup,Yes,Yes,33,Credit Card,fortnightly,33,1,22,2,3,1,231,At Risk,Hibernating & Lost
917,49,Male,Jeans,Clothing,34,Illinois,S,Blue,Spring,2.7,Yes,Standard,Yes,Yes,16,Venmo,monthly,16,2,34,4,2,1,421,New Shoppers,Potential & Promising
918,69,Male,Sweater,Clothing,64,Missouri,M,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,11,Bank Transfer,quarterly,11,2,64,4,2,3,423,Potential Loyal,Potential & Promising
919,65,Male,Shorts,Clothing,42,North Carolina,M,Orange,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,11,Cash,fortnightly,11,1,42,4,3,2,432,Potential Loyal,Potential & Promising
920,41,Male,Shirt,Clothing,82,Massachusetts,L,Green,Winter,2.6,Yes,2-Day Shipping,Yes,Yes,17,Debit Card,bi-weekly,17,1,82,4,3,4,434,Needs Engagement,High Risk & Need Attention
921,37,Male,Belt,Accessories,81,Arkansas,XL,Gold,Summer,4.3,Yes,Free Shipping,Yes,Yes,37,Cash,weekly,37,1,81,2,3,4,234,At Risk (Strong),Hibernating & Lost
922,70,Male,Coat,Outerwear,24,South Dakota,L,Silver,Summer,4.1,Yes,Express,Yes,Yes,18,PayPal,weekly,18,1,24,4,3,1,431,Potential Loyal,Potential & Promising
923,63,Male,Sneakers,Footwear,60,Georgia,M,Cyan,Fall,4.2,Yes,Standard,Yes,Yes,13,Credit Card,monthly,13,2,60,4,2,3,423,Potential Loyal,Potential & Promising
924,55,Male,Shirt,Clothing,24,Arkansas,M,Silver,Spring,4.2,Yes,2-Day Shipping,Yes,Yes,7,PayPal,weekly,7,1,24,5,3,1,531,Potential Loyal,Potential & Promising
925,52,Male,Socks,Clothing,78,Kansas,XL,Beige,Winter,3.1,Yes,Standard,Yes,Yes,37,Cash,quarterly,37,2,78,2,2,4,224,At Risk (Strong),Hibernating & Lost
926,22,Male,Jeans,Clothing,88,Arizona,L,Teal,Winter,4.9,Yes,Express,Yes,Yes,8,Cash,monthly,8,2,88,5,2,5,525,Active Regulars,Potential & Promising
927,54,Male,Jeans,Clothing,63,Massachusetts,XL,Green,Spring,4.4,Yes,Express,Yes,Yes,11,Cash,bi-weekly,11,1,63,4,3,3,433,Potential Loyal,Potential & Promising
928,28,Male,Sneakers,Footwear,78,New Mexico,L,Black,Summer,4.4,Yes,Standard,Yes,Yes,8,Venmo,bi-weekly,8,1,78,5,3,4,534,Needs Engagement,High Risk & Need Attention
929,67,Male,Dress,Clothing,37,Arkansas,XL,Yellow,Winter,3.4,Yes,Store Pickup,Yes,Yes,31,Cash,every 3 months,31,2,37,2,2,2,222,Dormant Shoppers,Hibernating & Lost
930,59,Male,Boots,Footwear,94,Nebraska,M,White,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26,Debit Card,fortnightly,26,1,94,3,3,5,335,Loyal Buyers,Champions & Loyal
931,26,Male,T-shirt,Clothing,78,Hawaii,L,Green,Fall,4.5,Yes,Store Pickup,Yes,Yes,20,Credit Card,bi-weekly,20,1,78,4,3,4,434,Needs Engagement,High Risk & Need Attention
932,24,Male,Coat,Outerwear,36,Nebraska,M,Silver,Winter,4.1,Yes,Standard,Yes,Yes,24,Bank Transfer,fortnightly,24,1,36,3,3,2,332,Dormant Shoppers,Hibernating & Lost
933,62,Male,Skirt,Clothing,24,Indiana,L,Blue,Winter,3.2,Yes,Standard,Yes,Yes,45,Debit Card,bi-weekly,45,1,24,1,3,1,131,Lost Shoppers,Hibernating & Lost
934,70,Male,Sneakers,Footwear,84,Colorado,M,Magenta,Spring,2.7,Yes,Store Pickup,Yes,Yes,33,Debit Card,monthly,33,2,84,2,2,4,224,At Risk (Strong),Hibernating & Lost
935,45,Male,Jeans,Clothing,47,Oregon,S,Yellow,Spring,3.7,Yes,Express,Yes,Yes,21,Bank Transfer,monthly,21,2,47,3,2,2,322,Dormant Shoppers,Hibernating & Lost
936,58,Male,Hoodie,Clothing,51,Ohio,L,White,Fall,2.6,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,fortnightly,2,1,51,5,3,2,532,Potential Loyal,Potential & Promising
937,31,Male,Shoes,Footwear,84,Maine,M,Pink,Summer,2.7,Yes,Free Shipping,Yes,Yes,28,Cash,weekly,28,1,84,3,3,4,334,Needs Engagement,High Risk & Need Attention
938,32,Male,Shorts,Clothing,24,Iowa,M,Magenta,Summer,2.7,Yes,Express,Yes,Yes,18,Venmo,quarterly,18,2,24,4,2,1,421,New Shoppers,Potential & Promising
939,36,Male,Blouse,Clothing,97,Wisconsin,S,Teal,Fall,4.8,Yes,Free Shipping,Yes,Yes,21,Debit Card,fortnightly,21,1,97,3,3,5,335,Loyal Buyers,Champions & Loyal
940,25,Male,T-shirt,Clothing,89,New York,L,Indigo,Winter,4.8,Yes,Next Day Air,Yes,Yes,24,Credit Card,monthly,24,2,89,3,2,5,325,Needs Engagement,High Risk & Need Attention
941,48,Male,Belt,Accessories,44,Colorado,S,Maroon,Spring,2.6,Yes,Store Pickup,Yes,Yes,15,PayPal,every 3 months,15,2,44,4,2,2,422,New Shoppers,Potential & Promising
942,39,Male,Handbag,Accessories,35,Illinois,L,Black,Winter,4.5,Yes,2-Day Shipping,Yes,Yes,38,PayPal,every 3 months,38,2,35,2,2,1,221,At Risk,Hibernating & Lost
943,26,Male,Dress,Clothing,91,Arizona,M,Cyan,Winter,3.2,Yes,Express,Yes,Yes,38,PayPal,bi-weekly,38,1,91,2,3,5,235,At Risk (Strong),Hibernating & Lost
944,32,Male,Hat,Accessories,63,Oklahoma,L,Cyan,Winter,3.8,Yes,Next Day Air,Yes,Yes,13,Venmo,fortnightly,13,1,63,4,3,3,433,Potential Loyal,Potential & Promising
945,54,Male,Belt,Accessories,97,Indiana,S,Gray,Spring,4.8,Yes,Express,Yes,Yes,39,Cash,bi-weekly,39,1,97,2,3,5,235,At Risk (Strong),Hibernating & Lost
946,38,Male,Boots,Footwear,38,Minnesota,M,Violet,Summer,4.1,Yes,Store Pickup,Yes,Yes,8,Venmo,every 3 months,8,2,38,5,2,2,522,Active Regulars,Potential & Promising
947,46,Male,Coat,Outerwear,24,Pennsylvania,XL,Blue,Spring,2.8,Yes,Next Day Air,Yes,Yes,4,PayPal,quarterly,4,2,24,5,2,1,521,Active Regulars,Potential & Promising
